dataset,target_snr_db,noise_seed,packet_index,payload_symbol_index,gt_raw_bin,savaux_top1_raw_bin,phase_line_raw_bin,gt_symbol,savaux_top1_symbol,phase_line_symbol,gt_in_topk_raw,topk_size,raw_category,symbol_category
0_0_0_10_14_16,-25.0,44,11,33,586,586,586,585,585,585,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,11,34,93,93,93,92,92,92,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,0,803,803,803,802,802,802,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,1,711,711,711,710,710,710,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,2,871,871,871,870,870,870,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,3,691,115,115,690,114,114,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-25.0,44,12,4,107,107,107,106,106,106,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,5,468,468,468,467,467,467,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,6,89,89,89,88,88,88,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,7,713,713,713,712,712,712,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,8,865,865,865,864,864,864,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,9,492,492,492,491,491,491,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,10,765,765,765,764,764,764,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,11,1023,1023,1023,1022,1022,1022,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,12,597,597,597,596,596,596,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,13,562,390,390,561,389,389,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-25.0,44,12,14,478,478,478,477,477,477,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,15,267,267,267,266,266,266,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,16,917,917,917,916,916,916,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,17,656,656,656,655,655,655,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,18,889,889,889,888,888,888,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,19,510,510,510,509,509,509,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,20,860,860,860,859,859,859,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,21,553,553,553,552,552,552,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,22,629,629,629,628,628,628,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,23,759,759,759,758,758,758,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,24,874,874,874,873,873,873,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,25,720,720,720,719,719,719,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,26,314,314,314,313,313,313,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,27,602,602,602,601,601,601,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,28,7,700,700,6,699,699,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-25.0,44,12,29,610,610,610,609,609,609,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,30,791,290,791,790,289,790,1,40,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue
0_0_0_10_14_16,-25.0,44,12,31,904,904,904,903,903,903,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,32,761,1010,1010,760,1009,1009,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-25.0,44,12,33,587,587,587,586,586,586,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,12,34,934,934,934,933,933,933,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,0,222,222,222,221,221,221,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,1,826,826,826,825,825,825,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,2,871,871,871,870,870,870,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,3,691,691,691,690,690,690,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,4,107,107,107,106,106,106,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,5,468,468,468,467,467,467,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,6,89,89,89,88,88,88,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,7,713,713,713,712,712,712,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,8,865,865,865,864,864,864,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,9,492,492,492,491,491,491,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,10,765,744,765,764,743,764,1,40,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue
0_0_0_10_14_16,-25.0,44,13,11,1023,1023,1023,1022,1022,1022,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,12,597,597,597,596,596,596,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,13,562,562,562,561,561,561,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,14,478,478,478,477,477,477,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,15,267,267,267,266,266,266,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,16,917,917,917,916,916,916,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,17,656,656,656,655,655,655,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,18,889,889,889,888,888,888,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,19,510,510,510,509,509,509,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,20,860,860,860,859,859,859,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,21,553,553,553,552,552,552,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,22,629,629,629,628,628,628,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,23,759,759,759,758,758,758,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,24,874,54,54,873,53,53,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-25.0,44,13,25,720,720,720,719,719,719,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,26,314,314,314,313,313,313,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,27,602,602,602,601,601,601,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,28,7,7,7,6,6,6,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,29,610,610,610,609,609,609,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,30,778,778,778,777,777,777,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,31,921,921,921,920,920,920,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,32,749,749,749,748,748,748,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,33,577,577,577,576,576,576,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-25.0,44,13,34,936,936,936,935,935,935,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,1,0,222,222,222,221,221,221,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,1,1,826,826,826,825,825,825,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,1,2,922,922,922,921,921,921,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,1,3,718,136,136,717,135,135,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,4,107,107,107,106,106,106,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,1,5,468,941,941,467,940,940,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,6,89,89,89,88,88,88,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,1,7,713,552,552,712,551,551,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,8,865,374,374,864,373,373,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,9,492,492,492,491,491,491,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,1,10,765,634,634,764,633,633,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,11,1023,663,663,1022,662,662,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,12,597,620,620,596,619,619,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,13,562,342,342,561,341,341,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,14,478,478,478,477,477,477,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,1,15,267,990,990,266,989,989,0,40,D_gt_not_in_topk_unrescuable,D_gt_not_in_topk_unrescuable
0_0_0_10_14_16,-26.0,44,1,16,917,42,42,916,41,41,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,17,656,632,723,655,631,722,0,40,D_gt_not_in_topk_unrescuable,D_gt_not_in_topk_unrescuable
0_0_0_10_14_16,-26.0,44,1,18,889,889,889,888,888,888,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,1,19,510,510,510,509,509,509,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,1,20,860,240,240,859,239,239,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,21,553,171,171,552,170,170,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,22,629,629,629,628,628,628,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,1,23,759,162,162,758,161,161,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,24,874,39,39,873,38,38,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,25,720,720,720,719,719,719,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,1,26,314,607,607,313,606,606,0,40,D_gt_not_in_topk_unrescuable,D_gt_not_in_topk_unrescuable
0_0_0_10_14_16,-26.0,44,1,27,602,664,664,601,663,663,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,28,7,7,7,6,6,6,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,1,29,610,848,848,609,847,847,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,30,807,275,275,806,274,274,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,31,897,748,748,896,747,747,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,32,749,233,233,748,232,232,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,1,33,584,584,584,583,583,583,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,1,34,934,934,934,933,933,933,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,2,0,803,803,803,802,802,802,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,2,1,826,509,509,825,508,508,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,2,922,922,922,921,921,921,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,2,3,718,718,718,717,717,717,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,2,4,86,1022,1022,85,1021,1021,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,5,468,499,499,467,498,498,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,6,89,631,631,88,630,630,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,7,713,421,421,712,420,420,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,8,865,865,865,864,864,864,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,2,9,492,402,402,491,401,401,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,10,765,765,765,764,764,764,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,2,11,1023,1023,1023,1022,1022,1022,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,2,12,597,241,241,596,240,240,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,13,562,562,562,561,561,561,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,2,14,478,231,478,477,230,477,1,40,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue
0_0_0_10_14_16,-26.0,44,2,15,267,267,267,266,266,266,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,2,16,917,917,288,916,916,287,1,40,C_savaux_ok_phase_break,C_savaux_ok_phase_break
0_0_0_10_14_16,-26.0,44,2,17,656,277,277,655,276,276,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,18,889,289,289,888,288,288,0,40,D_gt_not_in_topk_unrescuable,D_gt_not_in_topk_unrescuable
0_0_0_10_14_16,-26.0,44,2,19,510,510,510,509,509,509,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,2,20,860,910,860,859,909,859,1,40,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue
0_0_0_10_14_16,-26.0,44,2,21,553,225,999,552,224,998,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,22,629,629,629,628,628,628,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,2,23,759,759,759,758,758,758,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,2,24,874,310,310,873,309,309,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,25,720,997,263,719,996,262,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,26,314,257,160,313,256,159,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,27,602,155,226,601,154,225,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,28,7,857,592,6,856,591,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,29,610,703,610,609,702,609,1,40,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue
0_0_0_10_14_16,-26.0,44,2,30,775,775,775,774,774,774,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,2,31,912,664,912,911,663,911,1,40,B_savaux_wrong_phase_rescue,B_savaux_wrong_phase_rescue
0_0_0_10_14_16,-26.0,44,2,32,768,255,182,767,254,181,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,2,33,581,581,581,580,580,580,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,2,34,93,93,93,92,92,92,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,0,222,864,864,221,863,863,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,3,1,711,711,711,710,710,710,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,2,871,871,871,870,870,870,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,3,718,718,718,717,717,717,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,4,107,142,84,106,141,83,0,40,D_gt_not_in_topk_unrescuable,D_gt_not_in_topk_unrescuable
0_0_0_10_14_16,-26.0,44,3,5,468,468,468,467,467,467,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,6,89,403,403,88,402,402,0,40,D_gt_not_in_topk_unrescuable,D_gt_not_in_topk_unrescuable
0_0_0_10_14_16,-26.0,44,3,7,713,335,335,712,334,334,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,3,8,865,766,139,864,765,138,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,3,9,492,492,492,491,491,491,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,10,765,765,765,764,764,764,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,11,1023,816,749,1022,815,748,0,40,D_gt_not_in_topk_unrescuable,D_gt_not_in_topk_unrescuable
0_0_0_10_14_16,-26.0,44,3,12,597,267,267,596,266,266,0,40,D_gt_not_in_topk_unrescuable,D_gt_not_in_topk_unrescuable
0_0_0_10_14_16,-26.0,44,3,13,562,562,562,561,561,561,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,14,478,4,4,477,3,3,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,3,15,267,827,827,266,826,826,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,3,16,917,917,917,916,916,916,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,17,656,526,526,655,525,525,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,3,18,889,889,889,888,888,888,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,19,510,935,935,509,934,934,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,3,20,860,779,381,859,778,380,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,3,21,553,553,553,552,552,552,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,22,629,629,629,628,628,628,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,23,759,919,765,758,918,764,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,3,24,874,868,868,873,867,867,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,3,25,720,720,720,719,719,719,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,26,314,912,912,313,911,911,0,40,D_gt_not_in_topk_unrescuable,D_gt_not_in_topk_unrescuable
0_0_0_10_14_16,-26.0,44,3,27,602,771,771,601,770,770,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,3,28,7,319,955,6,318,954,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,3,29,610,610,610,609,609,609,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,30,778,671,671,777,670,670,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,3,31,897,897,897,896,896,896,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,32,740,374,374,739,373,373,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,3,33,590,590,590,589,589,589,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,3,34,930,930,930,929,929,929,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,5,0,222,909,909,221,908,908,0,40,D_gt_not_in_topk_unrescuable,D_gt_not_in_topk_unrescuable
0_0_0_10_14_16,-26.0,44,5,1,826,826,826,825,825,825,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,5,2,871,871,871,870,870,870,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,5,3,718,105,670,717,104,669,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,5,4,86,738,738,85,737,737,0,40,D_gt_not_in_topk_unrescuable,D_gt_not_in_topk_unrescuable
0_0_0_10_14_16,-26.0,44,5,5,468,468,468,467,467,467,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,5,6,89,291,291,88,290,290,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,5,7,713,43,43,712,42,42,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,5,8,865,865,865,864,864,864,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,5,9,492,322,322,491,321,321,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,5,10,765,765,765,764,764,764,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,5,11,1023,1023,1023,1022,1022,1022,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,5,12,597,597,597,596,596,596,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,5,13,562,562,562,561,561,561,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,5,14,478,535,535,477,534,534,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,5,15,267,238,238,266,237,237,1,40,E_gt_in_topk_phase_miss,E_gt_in_topk_phase_miss
0_0_0_10_14_16,-26.0,44,5,16,917,917,917,916,916,916,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,5,17,656,656,656,655,655,655,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,5,18,889,889,889,888,888,888,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
0_0_0_10_14_16,-26.0,44,5,19,510,510,510,509,509,509,1,40,A_savaux_ok_phase_ok,A_savaux_ok_phase_ok
