dataset,packet_index,frame_index,payload_symbol_index,frame_symbol_index,gt_bin,case_index,noise_model,snr_db,seed,savaux_equal_bin,savaux_gls_bin,savaux_nus_joint_gls_bin,cfr_whitened_ml_bin,savaux_equal_correct,savaux_gls_correct,savaux_nus_joint_gls_correct,cfr_whitened_ml_correct,savaux_equal_margin_db,savaux_gls_margin_db,savaux_nus_joint_gls_margin_db,cfr_whitened_ml_margin_db
0_0_0_10_14_32,3,2,10,18,765,80,ar1_rho0.8,-24.0,202,765,765,765,765,1,1,1,1,1.9909538021927804,1.994103311238278,1.9917617049374983,4.7943460397588735
0_0_0_10_14_32,3,2,11,19,1023,81,ar1_rho0.8,-24.0,202,265,265,265,939,0,0,0,0,0.3098770613291723,0.30761616772715195,0.30134323317035033,0.4232251339355167
0_0_0_10_14_32,3,2,12,20,597,82,ar1_rho0.8,-24.0,202,242,242,242,597,0,0,0,1,0.9130681110880305,0.9158751518626598,0.9093673940415037,1.448774791573958
0_0_0_10_14_32,3,2,13,21,562,83,ar1_rho0.8,-24.0,202,562,562,562,562,1,1,1,1,0.9152926039993081,0.9187623337198914,0.9255140449700262,2.594991048371878
0_0_0_10_14_32,3,2,14,22,478,84,ar1_rho0.8,-24.0,202,404,404,404,478,0,0,0,1,0.8417280921862711,0.8417568451451919,0.8467779963561349,1.2602740604649885
0_0_0_10_14_32,3,2,15,23,267,85,ar1_rho0.8,-24.0,202,6,6,6,267,0,0,0,1,0.7713746386236824,0.7734947883790387,0.76806638675298,1.3942513724170011
0_0_0_10_14_32,3,2,16,24,917,86,ar1_rho0.8,-24.0,202,917,917,917,917,1,1,1,1,0.6289938406011492,0.629936853528158,0.6332983203485537,1.2256844933707542
0_0_0_10_14_32,3,2,17,25,656,87,ar1_rho0.8,-24.0,202,753,753,753,656,0,0,0,1,0.4878082360641248,0.48744417530822515,0.48783797101531184,1.2795764424557987
0_0_0_10_14_32,3,2,18,26,889,88,ar1_rho0.8,-24.0,202,889,889,889,889,1,1,1,1,0.7861182949083155,0.7853411979264836,0.7906561455697279,2.9846695150306024
0_0_0_10_14_32,3,2,19,27,510,89,ar1_rho0.8,-24.0,202,510,510,510,510,1,1,1,1,1.770254730312382,1.7692183896262645,1.7651624625022406,0.9958741722376375
0_0_0_10_14_32,3,2,20,28,860,90,ar1_rho0.8,-24.0,202,1023,1023,1023,1023,0,0,0,0,0.009174199780653244,0.008019695379227613,0.022052105391595803,0.04873183311116538
0_0_0_10_14_32,3,2,21,29,553,91,ar1_rho0.8,-24.0,202,678,678,678,553,0,0,0,1,0.07310591414999552,0.07792742878461122,0.0790881363415207,1.5926666304568409
0_0_0_10_14_32,3,2,22,30,629,92,ar1_rho0.8,-24.0,202,629,629,629,629,1,1,1,1,0.4983279076618192,0.4924448086004104,0.4856708681182268,4.355315374110747
0_0_0_10_14_32,3,2,23,31,759,93,ar1_rho0.8,-24.0,202,857,857,857,215,0,0,0,0,0.3602541021829508,0.36060937995522135,0.35694642598486215,0.008732463136994606
0_0_0_10_14_32,3,2,24,32,874,94,ar1_rho0.8,-24.0,202,140,140,140,874,0,0,0,1,0.621104783076025,0.6254389747288558,0.6231976318542524,3.09459087521601
0_0_0_10_14_32,3,2,25,33,720,95,ar1_rho0.8,-24.0,202,692,692,692,778,0,0,0,0,2.1614154791237126,2.1602037897153106,2.1566444664443365,0.5591781732258471
0_0_0_10_14_32,3,2,26,34,314,96,ar1_rho0.8,-24.0,202,441,441,441,822,0,0,0,0,0.23455615317962167,0.23647190034403773,0.25317106691542557,1.9810673089227313
0_0_0_10_14_32,3,2,27,35,602,97,ar1_rho0.8,-24.0,202,300,300,300,377,0,0,0,0,0.4505958422142336,0.44992380180457286,0.44902493889817235,0.23704637779884064
0_0_0_10_14_32,3,2,28,36,7,98,ar1_rho0.8,-24.0,202,91,91,91,7,0,0,0,1,0.3890810948038539,0.38734933262899834,0.3916570793738167,1.7944108442262348
0_0_0_10_14_32,3,2,29,37,610,99,ar1_rho0.8,-24.0,202,724,724,724,865,0,0,0,0,1.4605051861242135,1.4575164974664343,1.4548887786922118,0.24926846771091501
0_0_0_10_14_32,3,2,30,38,778,100,ar1_rho0.8,-24.0,202,382,382,382,778,0,0,0,1,0.7483923190059694,0.7471400477961783,0.7406705363127796,1.1596599437685084
0_0_0_10_14_32,3,2,31,39,897,101,ar1_rho0.8,-24.0,202,897,897,897,897,1,1,1,1,1.9349988760240473,1.938720987043602,1.9436912607660919,4.111774454458717
0_0_0_10_14_32,3,2,32,40,740,102,ar1_rho0.8,-24.0,202,541,541,541,556,0,0,0,0,0.7041319614161305,0.7051283774272457,0.6980940285238717,0.7115427885422179
0_0_0_10_14_32,3,2,33,41,590,103,ar1_rho0.8,-24.0,202,101,101,101,265,0,0,0,0,0.132663260803403,0.13222636704424418,0.1300663925951489,0.07826888550350729
0_0_0_10_14_32,3,2,34,42,930,104,ar1_rho0.8,-24.0,202,930,930,930,930,1,1,1,1,1.3264297623711376,1.3304507804524255,1.3232791113906197,2.398820731576877
0_0_0_10_14_32,4,3,0,8,803,105,ar1_rho0.8,-24.0,202,919,919,919,721,0,0,0,0,0.0029064379183903633,0.010145610195529692,0.0034928409263379487,0.183987195330666
0_0_0_10_14_32,4,3,1,9,711,106,ar1_rho0.8,-24.0,202,328,328,328,711,0,0,0,1,0.026854893046833476,0.025880230599331245,0.035516445524622485,1.3276324011209881
0_0_0_10_14_32,4,3,2,10,871,107,ar1_rho0.8,-24.0,202,182,182,182,871,0,0,0,1,0.3150169872744578,0.3180985566249229,0.3121736039626854,0.04652562649872197
0_0_0_10_14_32,4,3,3,11,718,108,ar1_rho0.8,-24.0,202,113,113,113,74,0,0,0,0,0.7929025747775438,0.7926006398550967,0.7819649604100264,0.2748295193868048
0_0_0_10_14_32,4,3,4,12,86,109,ar1_rho0.8,-24.0,202,112,112,112,86,0,0,0,1,0.4322735982093772,0.43092777309551566,0.4323068650070477,3.1972941523993335
0_0_0_10_14_32,4,3,5,13,468,110,ar1_rho0.8,-24.0,202,623,623,623,468,0,0,0,1,0.6958717507965507,0.6981675820288907,0.7037822139988366,0.5079175845297517
0_0_0_10_14_32,4,3,6,14,89,111,ar1_rho0.8,-24.0,202,89,89,89,89,1,1,1,1,2.3010131510490477,2.3012893889022856,2.300592287183024,4.391784651132998
0_0_0_10_14_32,4,3,7,15,713,112,ar1_rho0.8,-24.0,202,931,931,931,713,0,0,0,1,0.7289697076723023,0.7301817105596918,0.7352109283672894,1.439341611890187
0_0_0_10_14_32,4,3,8,16,865,113,ar1_rho0.8,-24.0,202,865,865,865,865,1,1,1,1,2.7415886607249265,2.7486632551292702,2.7406763953598934,4.573905386470788
0_0_0_10_14_32,4,3,9,17,492,114,ar1_rho0.8,-24.0,202,373,373,373,492,0,0,0,1,1.8143316969411682,1.8142571314229294,1.8136145655320044,1.1481785307568662
0_0_0_10_14_32,4,3,10,18,765,115,ar1_rho0.8,-24.0,202,300,300,300,765,0,0,0,1,0.30356244456062065,0.3055845074906045,0.31120273540431875,1.9862243282754177
0_0_0_10_14_32,4,3,11,19,1023,116,ar1_rho0.8,-24.0,202,807,807,807,743,0,0,0,0,0.2724308622754588,0.26649146310591154,0.26643843300206205,0.5035423646954267
0_0_0_10_14_32,4,3,12,20,597,117,ar1_rho0.8,-24.0,202,835,835,835,96,0,0,0,0,0.8297946286563656,0.8300598324432038,0.8227798633424738,0.08094932227035696
0_0_0_10_14_32,4,3,13,21,562,118,ar1_rho0.8,-24.0,202,101,101,101,562,0,0,0,1,0.3349600983895207,0.34132305280525543,0.34518326325456905,0.7146819837287617
0_0_0_10_14_32,4,3,14,22,478,119,ar1_rho0.8,-24.0,202,768,768,768,768,0,0,0,0,0.11377037461815082,0.1138918011388351,0.10758586599082208,1.0981834178462535
0_0_0_10_14_32,4,3,15,23,267,120,ar1_rho0.8,-24.0,202,640,640,640,267,0,0,0,1,0.01262541250920027,0.010540855047189105,0.02419243779101935,1.3638320979112464
0_0_0_10_14_32,4,3,16,24,917,121,ar1_rho0.8,-24.0,202,997,997,997,997,0,0,0,0,0.4679189113344019,0.47086908387237,0.4657755809220009,0.10816555354697847
0_0_0_10_14_32,4,3,17,25,656,122,ar1_rho0.8,-24.0,202,656,656,656,656,1,1,1,1,2.512237999556815,2.5080332405138654,2.505707625192188,4.90542815282708
0_0_0_10_14_32,4,3,18,26,889,123,ar1_rho0.8,-24.0,202,871,871,871,871,0,0,0,0,1.1070999830698707,1.1086525324114533,1.1088726415277579,0.6930479962964099
0_0_0_10_14_32,4,3,19,27,510,124,ar1_rho0.8,-24.0,202,510,510,510,510,1,1,1,1,0.15546132753908526,0.15091387288608799,0.15161824576252586,1.6860953371310685
0_0_0_10_14_32,4,3,20,28,860,125,ar1_rho0.8,-24.0,202,915,915,915,860,0,0,0,1,0.4335243905403001,0.43732168072735395,0.44105169018539103,0.5478675279867351
0_0_0_10_14_32,4,3,21,29,553,126,ar1_rho0.8,-24.0,202,553,553,553,553,1,1,1,1,0.23719752530183644,0.2357389425710838,0.23867979006852358,2.268321414676712
0_0_0_10_14_32,4,3,22,30,629,127,ar1_rho0.8,-24.0,202,815,815,815,629,0,0,0,1,0.01900523918034088,0.019902511068400547,0.014722026673500956,1.7029019126773526
0_0_0_10_14_32,0,0,0,8,803,0,ar1_rho0.8,-26.0,202,447,447,447,797,0,0,0,0,0.6486856533051952,0.6452174143058385,0.6398841701634734,1.019824846574325
0_0_0_10_14_32,0,0,1,9,711,1,ar1_rho0.8,-26.0,202,180,180,180,711,0,0,0,1,2.0341492357185076,2.0369005871340597,2.0498964744005703,1.3055691492174784
0_0_0_10_14_32,0,0,2,10,922,2,ar1_rho0.8,-26.0,202,922,922,922,922,1,1,1,1,0.45786954736476704,0.46231365457365814,0.46482945629406325,0.5073841024417871
0_0_0_10_14_32,0,0,3,11,718,3,ar1_rho0.8,-26.0,202,284,284,284,20,0,0,0,0,0.7389918761653651,0.7409343819564186,0.7421951032751338,0.4851491988738371
0_0_0_10_14_32,0,0,4,12,107,4,ar1_rho0.8,-26.0,202,48,48,48,518,0,0,0,0,0.023272728401615372,0.023932132727026593,0.028793876112842304,0.12692430315919528
0_0_0_10_14_32,0,0,5,13,468,5,ar1_rho0.8,-26.0,202,468,468,468,468,1,1,1,1,0.9761115730280511,0.9755550947496243,0.9768754028678053,1.8930868836479522
0_0_0_10_14_32,0,0,6,14,89,6,ar1_rho0.8,-26.0,202,265,265,265,89,0,0,0,1,1.693303145389839,1.6874077422088107,1.683726605361079,0.14178005578276817
0_0_0_10_14_32,0,0,7,15,713,7,ar1_rho0.8,-26.0,202,152,152,152,981,0,0,0,0,2.3189862313182052,2.322858081584824,2.312169306633092,0.29040483009782475
0_0_0_10_14_32,0,0,8,16,865,8,ar1_rho0.8,-26.0,202,153,153,153,693,0,0,0,0,0.46958600130116374,0.46933911982907095,0.46264580582795967,0.4120035158458918
0_0_0_10_14_32,0,0,9,17,492,9,ar1_rho0.8,-26.0,202,889,889,889,904,0,0,0,0,0.16578853424279344,0.16489520577739097,0.16663368475223236,0.14419051343325875
0_0_0_10_14_32,0,0,10,18,765,10,ar1_rho0.8,-26.0,202,569,569,569,697,0,0,0,0,3.5583625979778306,3.557516187557309,3.55780625434101,1.023592981496062
0_0_0_10_14_32,0,0,11,19,1023,11,ar1_rho0.8,-26.0,202,365,365,365,1023,0,0,0,1,0.11531493234729599,0.11580741792797034,0.10075395183618344,0.000441959770507028
0_0_0_10_14_32,0,0,12,20,597,12,ar1_rho0.8,-26.0,202,589,589,589,597,0,0,0,1,0.03227028610051069,0.028457026871979367,0.02002498588451255,0.2589245734369377
0_0_0_10_14_32,0,0,13,21,562,13,ar1_rho0.8,-26.0,202,449,449,449,562,0,0,0,1,1.0744839493673106,1.077314365126024,1.0714728011085657,0.006670993079511979
0_0_0_10_14_32,0,0,14,22,478,14,ar1_rho0.8,-26.0,202,36,36,36,469,0,0,0,0,0.6645841328277655,0.6678769128216961,0.650742071672928,1.1802837498628282
0_0_0_10_14_32,0,0,15,23,267,15,ar1_rho0.8,-26.0,202,425,425,425,960,0,0,0,0,1.3413419725894191,1.3382597123614504,1.3387316999465892,0.17845795886068516
0_0_0_10_14_32,0,0,16,24,917,16,ar1_rho0.8,-26.0,202,94,94,94,880,0,0,0,0,1.5080229730698602,1.5038205708469237,1.510070737551947,0.06752721081115276
0_0_0_10_14_32,0,0,17,25,656,17,ar1_rho0.8,-26.0,202,370,370,370,370,0,0,0,0,0.24550906092529512,0.2512947793867774,0.25524906686558346,1.4718809369892203
0_0_0_10_14_32,0,0,18,26,889,18,ar1_rho0.8,-26.0,202,314,314,314,314,0,0,0,0,0.8895862430263644,0.8880416082726115,0.8857883447039316,1.1249531440150324
0_0_0_10_14_32,0,0,19,27,510,19,ar1_rho0.8,-26.0,202,801,801,801,801,0,0,0,0,2.2718333925405716,2.2705057882172115,2.2729058881937583,0.23409417590858927
0_0_0_10_14_32,0,0,20,28,860,20,ar1_rho0.8,-26.0,202,423,423,423,859,0,0,0,0,0.5313537097139658,0.536196924826119,0.5350898048183281,1.3911129075525486
0_0_0_10_14_32,0,0,21,29,553,21,ar1_rho0.8,-26.0,202,736,736,736,553,0,0,0,1,0.21228027689466605,0.20705587929008953,0.20797383147260276,2.811773989840438
0_0_0_10_14_32,0,0,22,30,629,22,ar1_rho0.8,-26.0,202,329,329,329,629,0,0,0,1,0.408232196944368,0.4107698455239151,0.41703405986961617,0.3802292542282662
0_0_0_10_14_32,0,0,23,31,759,23,ar1_rho0.8,-26.0,202,732,732,732,976,0,0,0,0,0.5016708956306284,0.500429934349528,0.5006925654214149,1.091020555153323
0_0_0_10_14_32,0,0,24,32,874,24,ar1_rho0.8,-26.0,202,434,434,434,874,0,0,0,1,1.1440415278051665,1.1465820545881311,1.1493192963655434,0.309897560633121
0_0_0_10_14_32,0,0,25,33,720,25,ar1_rho0.8,-26.0,202,563,563,563,583,0,0,0,0,0.5307412735903161,0.5321105809500005,0.5267347282242668,0.1845053681912098
0_0_0_10_14_32,0,0,26,34,314,26,ar1_rho0.8,-26.0,202,314,314,314,446,1,1,1,0,0.3577539915722543,0.36174469334241166,0.36181256266838124,0.7135714443559187
0_0_0_10_14_32,0,0,27,35,602,27,ar1_rho0.8,-26.0,202,312,312,312,602,0,0,0,1,2.366998043272101,2.369129385820025,2.368454101929575,3.128596825219298
0_0_0_10_14_32,0,0,28,36,7,28,ar1_rho0.8,-26.0,202,716,716,716,7,0,0,0,1,0.20254183894100836,0.2028564344565523,0.19923853402336883,0.6877741553228771
0_0_0_10_14_32,0,0,29,37,610,29,ar1_rho0.8,-26.0,202,387,387,387,281,0,0,0,0,0.7370657684404227,0.7386350871599514,0.7347349470091742,0.2752558036391798
0_0_0_10_14_32,0,0,30,38,826,30,ar1_rho0.8,-26.0,202,773,773,773,762,0,0,0,0,0.177306851057429,0.17220517501529517,0.1665167206068332,0.600010699106598
0_0_0_10_14_32,0,0,31,39,928,31,ar1_rho0.8,-26.0,202,423,423,423,742,0,0,0,0,0.04616372781673352,0.048219678952799105,0.05165402132158146,1.8337511939346856
0_0_0_10_14_32,0,0,32,40,761,32,ar1_rho0.8,-26.0,202,62,62,62,883,0,0,0,0,0.04926138056266953,0.04913713185734106,0.05728751804738921,1.4173440592278583
0_0_0_10_14_32,0,0,33,41,590,33,ar1_rho0.8,-26.0,202,940,940,940,350,0,0,0,0,0.13848528386049166,0.133399746633144,0.13246681099485944,0.13399465258074672
0_0_0_10_14_32,0,0,34,42,936,34,ar1_rho0.8,-26.0,202,91,91,91,91,0,0,0,0,0.054139036094930246,0.054624940683387316,0.05443831182172756,0.8622231575082322
0_0_0_10_14_32,2,1,0,8,803,35,ar1_rho0.8,-26.0,202,252,252,252,825,0,0,0,0,0.2482576963675439,0.25131754891774594,0.25314664968531564,0.9626589490745575
0_0_0_10_14_32,2,1,1,9,826,36,ar1_rho0.8,-26.0,202,139,139,139,826,0,0,0,1,0.6748765763563533,0.6755324075580105,0.6755138880182088,0.1651786034336012
0_0_0_10_14_32,2,1,2,10,922,37,ar1_rho0.8,-26.0,202,721,721,721,922,0,0,0,1,1.756800420810428,1.7573502728805686,1.756652356685859,1.8216008789139437
0_0_0_10_14_32,2,1,3,11,718,38,ar1_rho0.8,-26.0,202,177,177,177,68,0,0,0,0,0.28593026937657534,0.2881621627127453,0.28765055488145186,0.6555689725539491
0_0_0_10_14_32,2,1,4,12,86,39,ar1_rho0.8,-26.0,202,90,90,90,235,0,0,0,0,0.8432218417718861,0.8425334602864508,0.8319090024404968,0.050755843530894545
0_0_0_10_14_32,2,1,5,13,468,40,ar1_rho0.8,-26.0,202,220,220,220,1006,0,0,0,0,0.49340423567834124,0.49266786829289366,0.49315912392973926,0.8187890174508603
0_0_0_10_14_32,2,1,6,14,89,41,ar1_rho0.8,-26.0,202,168,168,168,215,0,0,0,0,0.9980342866470014,0.9982940638791382,0.994287591412223,0.4432517703026011
0_0_0_10_14_32,2,1,7,15,713,42,ar1_rho0.8,-26.0,202,538,538,538,905,0,0,0,0,0.26955545569827516,0.2664122268382795,0.2657494488419531,0.2123570767385706
0_0_0_10_14_32,2,1,8,16,865,43,ar1_rho0.8,-26.0,202,28,28,28,617,0,0,0,0,0.9573193202562551,0.9562396125317771,0.9600088514777043,1.3833890624713368
0_0_0_10_14_32,2,1,9,17,492,44,ar1_rho0.8,-26.0,202,41,41,41,807,0,0,0,0,0.2826696737505645,0.2822426682492494,0.28899738397274544,0.792918145089191
0_0_0_10_14_32,2,1,10,18,765,45,ar1_rho0.8,-26.0,202,730,730,730,470,0,0,0,0,0.783784670714121,0.7813636296096466,0.7910910960489331,0.5859357612933374
0_0_0_10_14_32,2,1,11,19,1023,46,ar1_rho0.8,-26.0,202,555,555,555,1023,0,0,0,1,0.059136307592131246,0.0640715569826083,0.05561342057728967,3.4606228544867363
0_0_0_10_14_32,2,1,12,20,597,47,ar1_rho0.8,-26.0,202,1006,1006,1006,130,0,0,0,0,0.2766806679028038,0.2751220655989647,0.28166939374240724,0.21649318187410171
0_0_0_10_14_32,2,1,13,21,562,48,ar1_rho0.8,-26.0,202,677,677,677,147,0,0,0,0,0.6112323051718318,0.609801362774077,0.6075226618479983,0.41035230726970495
0_0_0_10_14_32,2,1,14,22,478,49,ar1_rho0.8,-26.0,202,188,188,188,478,0,0,0,1,0.1799956298181515,0.1734929643837786,0.17832078814370467,1.6991880581341603
0_0_0_10_14_32,2,1,15,23,267,50,ar1_rho0.8,-26.0,202,485,485,485,267,0,0,0,1,0.11723005814604645,0.11244886578811114,0.10226994430352598,1.9218197014806593
0_0_0_10_14_32,2,1,16,24,917,51,ar1_rho0.8,-26.0,202,702,702,702,953,0,0,0,0,0.16734868260670568,0.16807498593489695,0.16842546454983642,0.7546770064087558
0_0_0_10_14_32,2,1,17,25,656,52,ar1_rho0.8,-26.0,202,345,345,345,345,0,0,0,0,0.25431496858435465,0.25096491420869743,0.2431004192759615,0.3029021625654833
0_0_0_10_14_32,2,1,18,26,889,53,ar1_rho0.8,-26.0,202,968,968,968,889,0,0,0,1,0.0004897409636697992,0.001100822346262765,0.0015126514521814865,0.6223504771258691
0_0_0_10_14_32,2,1,19,27,510,54,ar1_rho0.8,-26.0,202,80,80,80,879,0,0,0,0,0.045208762298062095,0.04375501864703461,0.04360960078089535,0.02194512049437055
0_0_0_10_14_32,2,1,20,28,860,55,ar1_rho0.8,-26.0,202,150,150,150,127,0,0,0,0,1.1124126340079385,1.1157319896861384,1.1192600523221938,0.7729058479942451
0_0_0_10_14_32,2,1,21,29,553,56,ar1_rho0.8,-26.0,202,152,152,152,553,0,0,0,1,0.11895850048756892,0.12455170211858319,0.12308977601557887,0.9564574929441085
0_0_0_10_14_32,2,1,22,30,629,57,ar1_rho0.8,-26.0,202,831,107,107,629,0,0,0,1,0.0049055546315480356,9.156048422198461e-05,0.0014032581302134985,1.884887421253991
0_0_0_10_14_32,2,1,23,31,759,58,ar1_rho0.8,-26.0,202,261,261,261,993,0,0,0,0,0.20343373068715018,0.20496980917955715,0.2212966879030545,0.8838310881191132
0_0_0_10_14_32,2,1,24,32,874,59,ar1_rho0.8,-26.0,202,299,299,299,609,0,0,0,0,0.07697370915359969,0.07881508274054491,0.07600899752815227,0.47590836926722474
0_0_0_10_14_32,2,1,25,33,720,60,ar1_rho0.8,-26.0,202,412,412,412,850,0,0,0,0,0.14855216310047994,0.15121592151591573,0.14543183859235112,0.0924932091772944
0_0_0_10_14_32,2,1,26,34,314,61,ar1_rho0.8,-26.0,202,9,9,9,314,0,0,0,1,0.7711981951365523,0.7729278906512337,0.7688674384554216,1.3354276422221976
0_0_0_10_14_32,2,1,27,35,602,62,ar1_rho0.8,-26.0,202,175,175,175,602,0,0,0,1,0.22176979674608968,0.22018968118760227,0.22719734640320466,1.5366376138099855
0_0_0_10_14_32,2,1,28,36,7,63,ar1_rho0.8,-26.0,202,412,412,412,7,0,0,0,1,1.432356005038683,1.4320035244002018,1.4306451759232566,0.42573330673282916
0_0_0_10_14_32,2,1,29,37,610,64,ar1_rho0.8,-26.0,202,610,610,610,610,1,1,1,1,1.5311243335793192,1.5351683634020858,1.5282678795970868,2.1221540317558194
0_0_0_10_14_32,2,1,30,38,775,65,ar1_rho0.8,-26.0,202,617,617,617,480,0,0,0,0,0.20691929314735868,0.2092071876955679,0.2028753298145432,0.04630446020913912
0_0_0_10_14_32,2,1,31,39,912,66,ar1_rho0.8,-26.0,202,623,623,623,917,0,0,0,0,0.03994461621001832,0.03915154956481575,0.04905702520260375,0.2991074628326124
0_0_0_10_14_32,2,1,32,40,768,67,ar1_rho0.8,-26.0,202,996,996,996,147,0,0,0,0,0.6805015631292137,0.6806345088055875,0.6790548800771403,0.5667478341669879
0_0_0_10_14_32,2,1,33,41,581,68,ar1_rho0.8,-26.0,202,1,1,1,581,0,0,0,1,0.721951845161481,0.7240718783227078,0.7131750865994269,2.7114950588089655
0_0_0_10_14_32,2,1,34,42,93,69,ar1_rho0.8,-26.0,202,356,356,356,93,0,0,0,1,0.011887344820303982,0.014356511834834947,0.004814158521310869,2.278763129762763
0_0_0_10_14_32,3,2,0,8,222,70,ar1_rho0.8,-26.0,202,238,238,238,222,0,0,0,1,1.26444686664436,1.2665555439426068,1.2775090292898328,1.270748107368021
0_0_0_10_14_32,3,2,1,9,711,71,ar1_rho0.8,-26.0,202,711,711,711,711,1,1,1,1,2.2278160592950775,2.229834930993566,2.227200115223082,0.48537469827749474
0_0_0_10_14_32,3,2,2,10,871,72,ar1_rho0.8,-26.0,202,220,220,220,286,0,0,0,0,0.7127733856108591,0.7120894389052107,0.715529698477772,1.4208683813164078
0_0_0_10_14_32,3,2,3,11,718,73,ar1_rho0.8,-26.0,202,718,718,718,718,1,1,1,1,0.11473454899215721,0.11094493943863774,0.10797174857627717,2.0217578608936098
0_0_0_10_14_32,3,2,4,12,107,74,ar1_rho0.8,-26.0,202,311,311,311,186,0,0,0,0,0.12850488263723775,0.12167347125517775,0.11564542132915245,0.0197478404046347
0_0_0_10_14_32,3,2,5,13,468,75,ar1_rho0.8,-26.0,202,768,768,768,468,0,0,0,1,0.731915638194605,0.7335046980064475,0.7305990204439676,1.9608147487932726
0_0_0_10_14_32,3,2,6,14,89,76,ar1_rho0.8,-26.0,202,893,893,893,239,0,0,0,0,0.495402626037481,0.4936615822229674,0.49632696095042805,0.022686130208067284
0_0_0_10_14_32,3,2,7,15,713,77,ar1_rho0.8,-26.0,202,713,713,713,713,1,1,1,1,2.079498662931856,2.0794960184002798,2.089332648420495,3.7674297925684854
0_0_0_10_14_32,3,2,8,16,865,78,ar1_rho0.8,-26.0,202,981,981,981,577,0,0,0,0,0.8222195909906121,0.8245521362398688,0.8286581752791535,0.5407464391712462
0_0_0_10_14_32,3,2,9,17,492,79,ar1_rho0.8,-26.0,202,492,492,492,492,1,1,1,1,2.10703016880938,2.1093885732199116,2.109265048581169,1.9692212670269602
0_0_0_10_14_32,3,2,10,18,765,80,ar1_rho0.8,-26.0,202,765,765,765,765,1,1,1,1,0.6392162577535492,0.642622612169137,0.6391972664218688,3.5680093528608685
0_0_0_10_14_32,3,2,11,19,1023,81,ar1_rho0.8,-26.0,202,265,265,265,939,0,0,0,0,0.3122379732319263,0.31715413392108766,0.31490464240432403,0.4204557003979739
0_0_0_10_14_32,3,2,12,20,597,82,ar1_rho0.8,-26.0,202,242,242,242,597,0,0,0,1,0.913034729422435,0.9158412226649572,0.9093326673208915,0.7445893332624314
0_0_0_10_14_32,3,2,13,21,562,83,ar1_rho0.8,-26.0,202,357,357,357,562,0,0,0,1,0.1843477669599182,0.18498065352428206,0.17861780925219806,0.8927867162467569
0_0_0_10_14_32,3,2,14,22,478,84,ar1_rho0.8,-26.0,202,404,404,404,832,0,0,0,0,0.9338826462195957,0.9303052638633141,0.9311004235469236,0.4911902207937223
0_0_0_10_14_32,3,2,15,23,267,85,ar1_rho0.8,-26.0,202,6,6,6,312,0,0,0,0,0.7728459688167773,0.7749635988131747,0.7695626339910537,0.3880430034833213
0_0_0_10_14_32,3,2,16,24,917,86,ar1_rho0.8,-26.0,202,267,267,267,43,0,0,0,0,0.7078938659660411,0.7066363086164706,0.7032650101281757,0.3587253695842001
0_0_0_10_14_32,3,2,17,25,656,87,ar1_rho0.8,-26.0,202,753,753,753,170,0,0,0,0,0.5025545602110464,0.5021506549594004,0.5025152069689824,0.05863351788556688
0_0_0_10_14_32,3,2,18,26,889,88,ar1_rho0.8,-26.0,202,252,252,252,889,0,0,0,1,0.18161826501078038,0.1819192347266532,0.17739201235244662,1.478029145948835
0_0_0_10_14_32,3,2,19,27,510,89,ar1_rho0.8,-26.0,202,510,510,510,549,1,1,1,0,0.7959089700301245,0.7949113693294794,0.7904478220522687,0.5398052804031948
0_0_0_10_14_32,3,2,20,28,860,90,ar1_rho0.8,-26.0,202,1023,1023,1023,1023,0,0,0,0,0.0012024660514168143,5.683950711263339e-05,0.01400861982319266,0.04595419576303689
0_0_0_10_14_32,3,2,21,29,553,91,ar1_rho0.8,-26.0,202,678,678,678,261,0,0,0,0,0.07448521756642557,0.07930482654615852,0.0804670893593888,0.06303363626788741
0_0_0_10_14_32,3,2,22,30,629,92,ar1_rho0.8,-26.0,202,619,619,619,629,0,0,0,1,0.6456808416100885,0.6431928638107826,0.6533884419235281,3.0698289453882066
0_0_0_10_14_32,3,2,23,31,759,93,ar1_rho0.8,-26.0,202,857,857,857,215,0,0,0,0,0.3635933549719525,0.3639475204321873,0.3602681962764479,0.008216032287007027
0_0_0_10_14_32,3,2,24,32,874,94,ar1_rho0.8,-26.0,202,140,140,140,874,0,0,0,1,0.6226410135766776,0.6269728553679734,0.6247363344723568,2.1404225621565462
0_0_0_10_14_32,3,2,25,33,720,95,ar1_rho0.8,-26.0,202,692,692,692,778,0,0,0,0,2.1514498768331864,2.150267676757632,2.1467475031372234,1.3756990315589221
0_0_0_10_14_32,3,2,26,34,314,96,ar1_rho0.8,-26.0,202,441,441,441,822,0,0,0,0,0.23504467868632944,0.23695932646828635,0.2536472722448105,1.9789596839560006
0_0_0_10_14_32,3,2,27,35,602,97,ar1_rho0.8,-26.0,202,300,300,300,377,0,0,0,0,0.4500785129620779,0.4494052268666979,0.44849920781333624,0.23545221791248327
0_0_0_10_14_32,3,2,28,36,7,98,ar1_rho0.8,-26.0,202,91,91,91,7,0,0,0,1,0.4008387507236695,0.39908200754819273,0.4033503657192908,0.20049760536635455
0_0_0_10_14_32,3,2,29,37,610,99,ar1_rho0.8,-26.0,202,724,724,724,865,0,0,0,0,1.45981031985005,1.458454795100658,1.4536342088936263,0.23607494291455422
