dataset,packet_index,frame_index,payload_symbol_index,frame_symbol_index,gt_bin,case_index,noise_model,snr_db,seed,savaux_equal_bin,savaux_gls_bin,savaux_nus_joint_gls_bin,cfr_whitened_ml_bin,savaux_equal_correct,savaux_gls_correct,savaux_nus_joint_gls_correct,cfr_whitened_ml_correct,savaux_equal_margin_db,savaux_gls_margin_db,savaux_nus_joint_gls_margin_db,cfr_whitened_ml_margin_db
0_0_0_10_14_32,3,2,30,38,778,100,ar1_rho0.8,-26.0,202,382,382,382,607,0,0,0,0,0.7489559339498659,0.7477023192060178,0.7412798112745329,0.5055658331882085
0_0_0_10_14_32,3,2,31,39,897,101,ar1_rho0.8,-26.0,202,897,897,897,897,1,1,1,1,0.7441014346302245,0.748228474011396,0.7530019200910031,2.586286623936842
0_0_0_10_14_32,3,2,32,40,740,102,ar1_rho0.8,-26.0,202,541,541,541,556,0,0,0,0,0.7075097621517936,0.708498393838085,0.7014527831531515,0.7125657609625959
0_0_0_10_14_32,3,2,33,41,590,103,ar1_rho0.8,-26.0,202,101,101,101,265,0,0,0,0,0.13277295491422486,0.13233617448346022,0.13017776107139595,0.6147763300726854
0_0_0_10_14_32,3,2,34,42,930,104,ar1_rho0.8,-26.0,202,303,303,303,930,0,0,0,1,0.07960442191303506,0.07527600140876621,0.08285591189881994,0.8421191264768233
0_0_0_10_14_32,4,3,0,8,803,105,ar1_rho0.8,-26.0,202,919,919,919,721,0,0,0,0,0.003440043154072916,0.010685488901370485,0.004019666036037256,0.15559208865174368
0_0_0_10_14_32,4,3,1,9,711,106,ar1_rho0.8,-26.0,202,328,328,328,90,0,0,0,0,0.027285920417908165,0.026311241151451913,0.03597747289869334,0.23202031444835436
0_0_0_10_14_32,4,3,2,10,871,107,ar1_rho0.8,-26.0,202,182,182,182,349,0,0,0,0,0.31676546719728327,0.3198462933021126,0.3139378467308037,0.5609619852975536
0_0_0_10_14_32,4,3,3,11,718,108,ar1_rho0.8,-26.0,202,113,113,113,74,0,0,0,0,0.7988476018201919,0.7985364186788959,0.7878229408760001,0.27354736954393644
0_0_0_10_14_32,4,3,4,12,86,109,ar1_rho0.8,-26.0,202,112,112,112,86,0,0,0,1,0.42046578919601735,0.41913037366252726,0.4205465767526827,2.125130017159359
0_0_0_10_14_32,4,3,5,13,468,110,ar1_rho0.8,-26.0,202,623,623,623,159,0,0,0,0,0.6940960262720588,0.6963976393387606,0.7020172200433548,0.10503627178638397
0_0_0_10_14_32,4,3,6,14,89,111,ar1_rho0.8,-26.0,202,89,89,89,89,1,1,1,1,1.2110147167913472,1.2113998579866232,1.2104030941915869,3.2005057180419163
0_0_0_10_14_32,4,3,7,15,713,112,ar1_rho0.8,-26.0,202,931,931,931,713,0,0,0,1,0.7259161139909145,0.7271327139550764,0.7322157245662237,0.5184350652101904
0_0_0_10_14_32,4,3,8,16,865,113,ar1_rho0.8,-26.0,202,865,865,865,865,1,1,1,1,1.5627726763771919,1.5702582668082188,1.5620028079186854,4.204933148417128
0_0_0_10_14_32,4,3,9,17,492,114,ar1_rho0.8,-26.0,202,373,373,373,373,0,0,0,0,2.620481182569016,2.6178664977382207,2.61797327766677,0.42278761612780486
0_0_0_10_14_32,4,3,10,18,765,115,ar1_rho0.8,-26.0,202,300,300,300,765,0,0,0,1,0.3037664617088092,0.30578805240776313,0.31140510309478986,0.2070143503055829
0_0_0_10_14_32,4,3,11,19,1023,116,ar1_rho0.8,-26.0,202,807,807,807,743,0,0,0,0,0.27533613463005313,0.2693953234443481,0.26933996713597497,0.4931707962764874
0_0_0_10_14_32,4,3,12,20,597,117,ar1_rho0.8,-26.0,202,835,835,835,96,0,0,0,0,0.8281089221495196,0.8283770115042335,0.8210941295325007,0.0834495138367777
0_0_0_10_14_32,4,3,13,21,562,118,ar1_rho0.8,-26.0,202,101,101,101,723,0,0,0,0,0.33346074377654183,0.339826244200644,0.343686213688314,0.06876681609825222
0_0_0_10_14_32,4,3,14,22,478,119,ar1_rho0.8,-26.0,202,768,768,768,768,0,0,0,0,0.11454219889878658,0.11466297393248642,0.1083388768780129,3.0031065386400604
0_0_0_10_14_32,4,3,15,23,267,120,ar1_rho0.8,-26.0,202,640,640,640,314,0,0,0,0,0.009741129471815902,0.007658171538405932,0.02126450949270395,0.4042228768078868
0_0_0_10_14_32,4,3,16,24,917,121,ar1_rho0.8,-26.0,202,997,997,997,997,0,0,0,0,0.47212234369988626,0.47506494314748515,0.4699582235856275,0.12063089693960583
0_0_0_10_14_32,4,3,17,25,656,122,ar1_rho0.8,-26.0,202,656,656,656,656,1,1,1,1,1.2900285955679758,1.2855053521138338,1.2828380166615885,3.657481456384848
0_0_0_10_14_32,4,3,18,26,889,123,ar1_rho0.8,-26.0,202,871,871,871,871,0,0,0,0,1.09230420834501,1.0938886267348304,1.0940890471493074,1.4358224763477048
0_0_0_10_14_32,4,3,19,27,510,124,ar1_rho0.8,-26.0,202,292,292,292,510,0,0,0,1,0.10660694110144678,0.1101014251742602,0.10065093474123443,0.06494806566234528
0_0_0_10_14_32,4,3,20,28,860,125,ar1_rho0.8,-26.0,202,915,915,915,194,0,0,0,0,1.7095188091129807,1.7096681680022952,1.707656776526182,0.43615541799411495
0_0_0_10_14_32,4,3,21,29,553,126,ar1_rho0.8,-26.0,202,81,81,81,553,0,0,0,1,0.7567940935549504,0.7554619096762243,0.7590608726517232,0.524989696767548
0_0_0_10_14_32,4,3,22,30,629,127,ar1_rho0.8,-26.0,202,815,815,815,602,0,0,0,0,0.021065736267568073,0.021961580405515723,0.016812490245635497,0.20344692066767067
0_0_0_10_14_32,0,0,0,8,803,0,ar1_rho0.8,-22.0,303,803,803,803,803,1,1,1,1,0.4886542297451355,0.4843360801304469,0.4771452581743926,1.580258732168015
0_0_0_10_14_32,0,0,1,9,711,1,ar1_rho0.8,-22.0,303,226,226,226,711,0,0,0,1,1.1790305321382226,1.1747561730800575,1.1833270845889776,3.2375146142736355
0_0_0_10_14_32,0,0,2,10,922,2,ar1_rho0.8,-22.0,303,922,922,922,922,1,1,1,1,3.903876280136718,3.9031149464535977,3.896220359683144,5.091492696794165
0_0_0_10_14_32,0,0,3,11,718,3,ar1_rho0.8,-22.0,303,835,835,835,718,0,0,0,1,0.08674364203455556,0.08854701433954751,0.08710618860293504,1.2091363618693203
0_0_0_10_14_32,0,0,4,12,107,4,ar1_rho0.8,-22.0,303,209,209,209,107,0,0,0,1,0.7646430643315903,0.7660356333495221,0.7662215139618377,1.545265745744955
0_0_0_10_14_32,0,0,5,13,468,5,ar1_rho0.8,-22.0,303,729,729,729,468,0,0,0,1,0.6902182937733694,0.6941313764163068,0.6979198875822623,0.6182048138714104
0_0_0_10_14_32,0,0,6,14,89,6,ar1_rho0.8,-22.0,303,42,42,42,89,0,0,0,1,0.5298013459327957,0.5316928237034987,0.5300781333229763,1.1633265257549739
0_0_0_10_14_32,0,0,7,15,713,7,ar1_rho0.8,-22.0,303,367,367,367,147,0,0,0,0,0.541307739983489,0.5420908414433203,0.5409380573430453,1.1133846925765116
0_0_0_10_14_32,0,0,8,16,865,8,ar1_rho0.8,-22.0,303,865,865,865,865,1,1,1,1,1.6279085961139692,1.6284454201517284,1.634040590487361,4.1649290034105775
0_0_0_10_14_32,0,0,9,17,492,9,ar1_rho0.8,-22.0,303,953,953,953,492,0,0,0,1,0.04984812468570941,0.05307978935241367,0.056219910398514095,2.531874494596389
0_0_0_10_14_32,0,0,10,18,765,10,ar1_rho0.8,-22.0,303,765,765,765,765,1,1,1,1,0.3696888010366256,0.3636719618090806,0.3578064476903642,2.1023190846987525
0_0_0_10_14_32,0,0,11,19,1023,11,ar1_rho0.8,-22.0,303,1023,1023,1023,1023,1,1,1,1,1.9053571054126095,1.905538773799658,1.9035401143382222,4.701700631640398
0_0_0_10_14_32,0,0,12,20,597,12,ar1_rho0.8,-22.0,303,597,597,597,597,1,1,1,1,2.3946785783954145,2.393177225371659,2.392253792660359,3.3362191422330696
0_0_0_10_14_32,0,0,13,21,562,13,ar1_rho0.8,-22.0,303,562,562,562,562,1,1,1,1,3.172525291852372,3.1737378237026754,3.177928697360271,4.881697887265607
0_0_0_10_14_32,0,0,14,22,478,14,ar1_rho0.8,-22.0,303,478,478,478,478,1,1,1,1,4.7780159099866095,4.780570511381373,4.781764108117764,3.7923794902352412
0_0_0_10_14_32,0,0,15,23,267,15,ar1_rho0.8,-22.0,303,506,506,506,267,0,0,0,1,0.1688418041191134,0.17495069024354531,0.17628743468374006,1.4167517676438584
0_0_0_10_14_32,0,0,16,24,917,16,ar1_rho0.8,-22.0,303,393,393,393,917,0,0,0,1,0.2357934775128957,0.2359634248027242,0.2437848806307698,2.095028813485393
0_0_0_10_14_32,0,0,17,25,656,17,ar1_rho0.8,-22.0,303,149,149,149,656,0,0,0,1,0.2876068473211758,0.2842337236066853,0.2857357164773874,2.6533130465485852
0_0_0_10_14_32,0,0,18,26,889,18,ar1_rho0.8,-22.0,303,889,889,889,889,1,1,1,1,1.7730859723968153,1.7718252316232714,1.767507420047267,3.723954774402125
0_0_0_10_14_32,0,0,19,27,510,19,ar1_rho0.8,-22.0,303,510,510,510,510,1,1,1,1,4.605146138057372,4.6073355003990955,4.608453961448285,5.881008962410696
0_0_0_10_14_32,0,0,20,28,860,20,ar1_rho0.8,-22.0,303,737,737,737,799,0,0,0,0,1.5319757363433615,1.5280727228671016,1.5333494042075435,0.06011761163770675
0_0_0_10_14_32,0,0,21,29,553,21,ar1_rho0.8,-22.0,303,119,119,119,553,0,0,0,1,0.4848080862294196,0.4909650983077706,0.4884999434285833,0.19788531600979864
0_0_0_10_14_32,0,0,22,30,629,22,ar1_rho0.8,-22.0,303,629,629,629,629,1,1,1,1,0.5206644209068512,0.5237433327599326,0.5263307714015988,2.229664982994105
0_0_0_10_14_32,0,0,23,31,759,23,ar1_rho0.8,-22.0,303,905,905,905,759,0,0,0,1,0.7029547637285103,0.7003551891714048,0.7149609396358565,2.107788537231273
0_0_0_10_14_32,0,0,24,32,874,24,ar1_rho0.8,-22.0,303,530,530,530,874,0,0,0,1,0.34126188269095004,0.33710469502638374,0.32993511681702914,0.19940076610423507
0_0_0_10_14_32,0,0,25,33,720,25,ar1_rho0.8,-22.0,303,720,720,720,720,1,1,1,1,2.503938037983779,2.5030161851851487,2.504071323281265,2.6986420413699563
0_0_0_10_14_32,0,0,26,34,314,26,ar1_rho0.8,-22.0,303,407,407,407,314,0,0,0,1,1.0889993384886387,1.0899611639270088,1.0874396123736556,0.6750396477557166
0_0_0_10_14_32,0,0,27,35,602,27,ar1_rho0.8,-22.0,303,602,602,602,602,1,1,1,1,3.966737619126482,3.9620300560629955,3.9572145421224567,3.1759062511962584
0_0_0_10_14_32,0,0,28,36,7,28,ar1_rho0.8,-22.0,303,327,327,327,7,0,0,0,1,0.3486481237932424,0.34362048556783203,0.3479517252292091,2.8421259696207004
0_0_0_10_14_32,0,0,29,37,610,29,ar1_rho0.8,-22.0,303,610,610,610,610,1,1,1,1,5.027694084507823,5.026973529580286,5.031067687696821,4.457905704895906
0_0_0_10_14_32,0,0,30,38,826,30,ar1_rho0.8,-22.0,303,186,186,186,826,0,0,0,1,1.080254080381842,1.0797231991144154,1.0762005099212135,0.9068378137247681
0_0_0_10_14_32,0,0,31,39,928,31,ar1_rho0.8,-22.0,303,928,928,928,928,1,1,1,1,0.23097664670517684,0.23587581038542635,0.2364820236629958,3.4145094388679724
0_0_0_10_14_32,0,0,32,40,761,32,ar1_rho0.8,-22.0,303,324,324,324,761,0,0,0,1,0.33666575228674633,0.33500708615733227,0.3330327167786093,1.346576136708678
0_0_0_10_14_32,0,0,33,41,590,33,ar1_rho0.8,-22.0,303,590,590,590,590,1,1,1,1,2.094166631232061,2.098096557891478,2.0987317917607853,2.9453631620485305
0_0_0_10_14_32,0,0,34,42,936,34,ar1_rho0.8,-22.0,303,936,936,936,936,1,1,1,1,1.3999219415658186,1.3991047709087192,1.400404644707554,2.1671033146279837
0_0_0_10_14_32,2,1,0,8,803,35,ar1_rho0.8,-22.0,303,890,890,890,803,0,0,0,1,0.35295927699196433,0.35033480680148765,0.3446807199975135,2.488896059677743
0_0_0_10_14_32,2,1,1,9,826,36,ar1_rho0.8,-22.0,303,826,826,826,826,1,1,1,1,2.6624412511415048,2.6651904135523488,2.656343368889707,4.188247601105029
0_0_0_10_14_32,2,1,2,10,922,37,ar1_rho0.8,-22.0,303,888,888,888,922,0,0,0,1,0.10695708636538781,0.10645793180509949,0.11198637003515419,0.4392975218079026
0_0_0_10_14_32,2,1,3,11,718,38,ar1_rho0.8,-22.0,303,718,718,718,718,1,1,1,1,2.648954455187857,2.6436118400575555,2.6413599445206732,2.718822395660192
0_0_0_10_14_32,2,1,4,12,86,39,ar1_rho0.8,-22.0,303,842,842,842,86,0,0,0,1,0.3270048466232483,0.32554648151043003,0.32758864776731744,0.3592742077439845
0_0_0_10_14_32,2,1,5,13,468,40,ar1_rho0.8,-22.0,303,1016,1016,1016,468,0,0,0,1,0.6133124140400792,0.6107543951105748,0.6193332413858945,0.26135767373625607
0_0_0_10_14_32,2,1,6,14,89,41,ar1_rho0.8,-22.0,303,632,632,632,728,0,0,0,0,0.8797977307046094,0.8763520425441425,0.8780118516502808,0.07711914296837288
0_0_0_10_14_32,2,1,7,15,713,42,ar1_rho0.8,-22.0,303,312,312,312,55,0,0,0,0,1.627872566735081,1.6366361591119478,1.626301399486837,0.2767074446552066
0_0_0_10_14_32,2,1,8,16,865,43,ar1_rho0.8,-22.0,303,865,865,865,865,1,1,1,1,0.9418516227966156,0.9453432783718835,0.9436106043173674,1.3574237844946442
0_0_0_10_14_32,2,1,9,17,492,44,ar1_rho0.8,-22.0,303,492,492,492,492,1,1,1,1,0.08406117740708195,0.08025450735432205,0.07893706113574031,1.920546174454787
0_0_0_10_14_32,2,1,10,18,765,45,ar1_rho0.8,-22.0,303,765,765,765,765,1,1,1,1,2.2252939486239414,2.2256808179408303,2.2193502916421255,4.165003373212177
0_0_0_10_14_32,2,1,11,19,1023,46,ar1_rho0.8,-22.0,303,1023,1023,1023,1023,1,1,1,1,5.885951455752428,5.8851570082502045,5.888078759526058,6.439452214715083
0_0_0_10_14_32,2,1,12,20,597,47,ar1_rho0.8,-22.0,303,597,597,597,597,1,1,1,1,1.4077337485287076,1.4133202407351426,1.4144835350858735,3.887483120958412
0_0_0_10_14_32,2,1,13,21,562,48,ar1_rho0.8,-22.0,303,698,698,698,562,0,0,0,1,1.068822342678119,1.0660607952364625,1.0732100343164392,3.545761414692584
0_0_0_10_14_32,2,1,14,22,478,49,ar1_rho0.8,-22.0,303,478,478,478,478,1,1,1,1,2.514834650224176,2.514839062863402,2.525912633785169,3.7344929528316406
0_0_0_10_14_32,2,1,15,23,267,50,ar1_rho0.8,-22.0,303,267,267,267,267,1,1,1,1,1.3085895364226798,1.310142398707415,1.3038709233951349,3.759120725659442
0_0_0_10_14_32,2,1,16,24,917,51,ar1_rho0.8,-22.0,303,917,917,917,917,1,1,1,1,1.4193545123801496,1.4174696307806443,1.4202231621746095,4.075620544992719
0_0_0_10_14_32,2,1,17,25,656,52,ar1_rho0.8,-22.0,303,241,241,241,656,0,0,0,1,0.4221477523373324,0.4262741480382321,0.43343314709172875,0.8493715367432999
0_0_0_10_14_32,2,1,18,26,889,53,ar1_rho0.8,-22.0,303,72,72,72,889,0,0,0,1,0.767683827609781,0.7683089410455836,0.7717962914323885,2.4208693292289896
0_0_0_10_14_32,2,1,19,27,510,54,ar1_rho0.8,-22.0,303,510,510,510,510,1,1,1,1,1.8280696050610685,1.8245938492285598,1.8325857147440536,3.8892489047416934
0_0_0_10_14_32,2,1,20,28,860,55,ar1_rho0.8,-22.0,303,860,860,860,860,1,1,1,1,1.1836778573579352,1.186640975946482,1.179033661390615,2.353948922759543
0_0_0_10_14_32,2,1,21,29,553,56,ar1_rho0.8,-22.0,303,553,553,553,553,1,1,1,1,0.17504642128826628,0.1755851613568259,0.17043324565634493,3.5695879848963057
0_0_0_10_14_32,2,1,22,30,629,57,ar1_rho0.8,-22.0,303,629,629,629,629,1,1,1,1,2.282728486325996,2.2841257223662774,2.285320060987501,4.723559238511062
0_0_0_10_14_32,2,1,23,31,759,58,ar1_rho0.8,-22.0,303,759,759,759,759,1,1,1,1,0.5056821315622962,0.5095431353335439,0.5091076357643005,3.297029041496711
0_0_0_10_14_32,2,1,24,32,874,59,ar1_rho0.8,-22.0,303,874,874,874,874,1,1,1,1,3.200035085017885,3.2001752167379536,3.193708346617864,4.193845526396653
0_0_0_10_14_32,2,1,25,33,720,60,ar1_rho0.8,-22.0,303,720,720,720,720,1,1,1,1,0.9132074543441753,0.9132381065709063,0.9077862144696912,2.422031784033568
0_0_0_10_14_32,2,1,26,34,314,61,ar1_rho0.8,-22.0,303,314,314,314,314,1,1,1,1,1.9590049061128592,1.9591797521626917,1.959769345493863,3.577478969429904
0_0_0_10_14_32,2,1,27,35,602,62,ar1_rho0.8,-22.0,303,602,602,602,602,1,1,1,1,4.121329297624779,4.119207392099902,4.125607590041218,4.879632906168009
0_0_0_10_14_32,2,1,28,36,7,63,ar1_rho0.8,-22.0,303,514,514,514,7,0,0,0,1,0.08725780779316918,0.09181532159598536,0.09087891901245046,1.2747313860302882
0_0_0_10_14_32,2,1,29,37,610,64,ar1_rho0.8,-22.0,303,1008,1008,1008,610,0,0,0,1,0.8805134366050521,0.8814318217738616,0.8712946201591363,3.170611324061183
0_0_0_10_14_32,2,1,30,38,775,65,ar1_rho0.8,-22.0,303,775,775,775,775,1,1,1,1,1.2718376336366857,1.2716302825255097,1.2638848250971662,2.83082939255404
0_0_0_10_14_32,2,1,31,39,912,66,ar1_rho0.8,-22.0,303,47,47,47,912,0,0,0,1,0.42016433742026826,0.42093825511650407,0.42666901066004537,2.9175069834328884
0_0_0_10_14_32,2,1,32,40,768,67,ar1_rho0.8,-22.0,303,881,881,881,768,0,0,0,1,0.46307408834806185,0.4599917406845846,0.45609623193313575,0.8113305325515936
0_0_0_10_14_32,2,1,33,41,581,68,ar1_rho0.8,-22.0,303,140,140,140,581,0,0,0,1,0.06464663569991996,0.06274621637605345,0.05106896631965972,2.709935090272345
0_0_0_10_14_32,2,1,34,42,93,69,ar1_rho0.8,-22.0,303,672,672,672,93,0,0,0,1,1.8551363601345674,1.8554286199767773,1.8574961963537966,0.7901392097133035
0_0_0_10_14_32,3,2,0,8,222,70,ar1_rho0.8,-22.0,303,222,222,222,222,1,1,1,1,0.6206589808475764,0.6196774898699051,0.6189387470141507,3.320059056278973
0_0_0_10_14_32,3,2,1,9,711,71,ar1_rho0.8,-22.0,303,711,711,711,711,1,1,1,1,0.06399738447203139,0.0629141977745664,0.06361251898133495,2.1954387943792035
0_0_0_10_14_32,3,2,2,10,871,72,ar1_rho0.8,-22.0,303,718,718,718,871,0,0,0,1,0.5779854507904267,0.5729864376429163,0.5684831405275791,1.5159375071125516
0_0_0_10_14_32,3,2,3,11,718,73,ar1_rho0.8,-22.0,303,389,389,389,718,0,0,0,1,0.13611728192243963,0.13477371674237326,0.12487353762545868,4.204286107067588
0_0_0_10_14_32,3,2,4,12,107,74,ar1_rho0.8,-22.0,303,107,107,107,107,1,1,1,1,1.164427749881562,1.163673405084915,1.1675704025211175,1.4350669272991001
0_0_0_10_14_32,3,2,5,13,468,75,ar1_rho0.8,-22.0,303,468,468,468,468,1,1,1,1,2.664695286318388,2.6626649271587697,2.666043834628371,4.1052760074631545
0_0_0_10_14_32,3,2,6,14,89,76,ar1_rho0.8,-22.0,303,89,89,89,89,1,1,1,1,3.4881475773865507,3.4857121364964065,3.4861678862293646,4.692594899480348
0_0_0_10_14_32,3,2,7,15,713,77,ar1_rho0.8,-22.0,303,713,713,713,713,1,1,1,1,3.1483503506703414,3.150472164080547,3.1480898902493153,3.9977096706267394
0_0_0_10_14_32,3,2,8,16,865,78,ar1_rho0.8,-22.0,303,1001,1001,1001,865,0,0,0,1,0.448331974574877,0.44742028084158814,0.45186272948750117,2.0194307488750987
0_0_0_10_14_32,3,2,9,17,492,79,ar1_rho0.8,-22.0,303,492,492,492,492,1,1,1,1,2.0916420431261113,2.0902628402215804,2.0875516363172704,4.251595422912934
0_0_0_10_14_32,3,2,10,18,765,80,ar1_rho0.8,-22.0,303,988,988,988,765,0,0,0,1,0.13965931752423752,0.13736343687664693,0.14093911872339707,1.8399964135123197
0_0_0_10_14_32,3,2,11,19,1023,81,ar1_rho0.8,-22.0,303,262,262,262,1023,0,0,0,1,0.09768984701533744,0.1005574150153434,0.11257632189428735,1.6155803817376975
0_0_0_10_14_32,3,2,12,20,597,82,ar1_rho0.8,-22.0,303,194,194,194,149,0,0,0,0,0.29051124096633385,0.2906862256396502,0.2886574333922677,0.1435494195737823
0_0_0_10_14_32,3,2,13,21,562,83,ar1_rho0.8,-22.0,303,562,562,562,562,1,1,1,1,3.563801133978108,3.5661909111775274,3.56072080843221,5.228146331911879
0_0_0_10_14_32,3,2,14,22,478,84,ar1_rho0.8,-22.0,303,478,478,478,478,1,1,1,1,0.03404506094789728,0.03252383654584602,0.030390376966196973,1.609983672035378
0_0_0_10_14_32,3,2,15,23,267,85,ar1_rho0.8,-22.0,303,267,267,267,267,1,1,1,1,2.607786675043682,2.611373097357988,2.621307638647804,3.8086539330503753
0_0_0_10_14_32,3,2,16,24,917,86,ar1_rho0.8,-22.0,303,590,590,590,917,0,0,0,1,0.16156841862903323,0.16757419321521172,0.15626954819531053,1.294630233690659
0_0_0_10_14_32,3,2,17,25,656,87,ar1_rho0.8,-22.0,303,656,656,656,656,1,1,1,1,3.406012581993526,3.407631878258885,3.4065770156830895,5.879715531661242
0_0_0_10_14_32,3,2,18,26,889,88,ar1_rho0.8,-22.0,303,504,504,504,889,0,0,0,1,1.8465621194770276,1.843757673803127,1.8419776606611518,0.7364512790051893
0_0_0_10_14_32,3,2,19,27,510,89,ar1_rho0.8,-22.0,303,136,136,136,640,0,0,0,0,0.05431604549864153,0.05608064605417741,0.05047144178879418,0.1436029968904344
0_0_0_10_14_32,3,2,20,28,860,90,ar1_rho0.8,-22.0,303,860,860,860,860,1,1,1,1,1.6618061513592588,1.6616512140604087,1.6668071323416842,4.874743862176914
0_0_0_10_14_32,3,2,21,29,553,91,ar1_rho0.8,-22.0,303,553,553,553,553,1,1,1,1,0.5411176946038752,0.5442923096107436,0.5449077383510027,3.903577634437828
0_0_0_10_14_32,3,2,22,30,629,92,ar1_rho0.8,-22.0,303,629,629,629,629,1,1,1,1,1.0583749924808017,1.06049198521624,1.062176532498235,2.789687157087931
0_0_0_10_14_32,3,2,23,31,759,93,ar1_rho0.8,-22.0,303,658,658,658,321,0,0,0,0,0.5450025644154055,0.5469608684640029,0.5473103565150403,0.374539526468192
0_0_0_10_14_32,3,2,24,32,874,94,ar1_rho0.8,-22.0,303,599,599,599,874,0,0,0,1,0.379299099303868,0.3798677892611091,0.39120764984025613,2.837837338908563
0_0_0_10_14_32,3,2,25,33,720,95,ar1_rho0.8,-22.0,303,720,720,720,720,1,1,1,1,1.8144908902833723,1.809349855464025,1.8106653618338309,3.9553527388963223
0_0_0_10_14_32,3,2,26,34,314,96,ar1_rho0.8,-22.0,303,314,314,314,314,1,1,1,1,4.046418081687743,4.042368923234189,4.028963001414562,5.063891994218626
0_0_0_10_14_32,3,2,27,35,602,97,ar1_rho0.8,-22.0,303,602,602,602,602,1,1,1,1,1.8753891371041282,1.8738054446109391,1.874498861883689,4.217566464907873
0_0_0_10_14_32,3,2,28,36,7,98,ar1_rho0.8,-22.0,303,7,7,7,7,1,1,1,1,2.347878060325904,2.345233303576908,2.3534557207966618,4.437166428240811
0_0_0_10_14_32,3,2,29,37,610,99,ar1_rho0.8,-22.0,303,610,610,610,610,1,1,1,1,2.2268623427369967,2.2235952002008643,2.2348061465877,1.2520624685760748
0_0_0_10_14_32,3,2,30,38,778,100,ar1_rho0.8,-22.0,303,128,128,128,778,0,0,0,1,0.44466839472203046,0.4445911391692894,0.45368770971052325,0.030676563133191472
0_0_0_10_14_32,3,2,31,39,897,101,ar1_rho0.8,-22.0,303,897,897,897,897,1,1,1,1,0.9925939793650507,0.9954451096284986,0.9957547755836506,1.9732497678266334
0_0_0_10_14_32,3,2,32,40,740,102,ar1_rho0.8,-22.0,303,740,740,740,740,1,1,1,1,0.13514392473158243,0.13779732461094518,0.13664272664591776,1.117845358802751
0_0_0_10_14_32,3,2,33,41,590,103,ar1_rho0.8,-22.0,303,590,590,590,590,1,1,1,1,3.141690232652204,3.1409035656802518,3.135900932085133,5.647754786135508
0_0_0_10_14_32,3,2,34,42,930,104,ar1_rho0.8,-22.0,303,465,465,465,214,0,0,0,0,1.5007146094724655,1.503986614369982,1.494073958520454,0.30346210481381136
0_0_0_10_14_32,4,3,0,8,803,105,ar1_rho0.8,-22.0,303,384,384,384,803,0,0,0,1,0.25519753829232317,0.2510139240666856,0.25773521514525716,2.4891116243482276
0_0_0_10_14_32,4,3,1,9,711,106,ar1_rho0.8,-22.0,303,448,448,448,711,0,0,0,1,0.9916087641145915,0.9890881896393371,0.9931261226792496,0.7221279864659252
0_0_0_10_14_32,4,3,2,10,871,107,ar1_rho0.8,-22.0,303,438,438,438,871,0,0,0,1,0.4867735911269127,0.48603340649985405,0.48800248593464157,0.2998355139977453
0_0_0_10_14_32,4,3,3,11,718,108,ar1_rho0.8,-22.0,303,20,20,20,718,0,0,0,1,0.21964718825548457,0.22191547854106453,0.22316121934025568,1.3524503859962203
0_0_0_10_14_32,4,3,4,12,86,109,ar1_rho0.8,-22.0,303,86,86,86,86,1,1,1,1,0.20771893382333653,0.20784256882659785,0.20083806125007364,1.4641342536522894
0_0_0_10_14_32,4,3,5,13,468,110,ar1_rho0.8,-22.0,303,468,468,468,468,1,1,1,1,0.06047178836861213,0.05879209986872476,0.057964863960654034,1.5557636328569813
0_0_0_10_14_32,4,3,6,14,89,111,ar1_rho0.8,-22.0,303,89,89,89,89,1,1,1,1,2.139425439317719,2.136750105330922,2.1326428651390015,4.632290621175483
0_0_0_10_14_32,4,3,7,15,713,112,ar1_rho0.8,-22.0,303,757,757,757,713,0,0,0,1,0.14454246278753777,0.1365147099916283,0.13660782766949048,3.556351875841555
0_0_0_10_14_32,4,3,8,16,865,113,ar1_rho0.8,-22.0,303,865,865,865,865,1,1,1,1,0.8982485665778873,0.8953470998695299,0.89616398540464,3.7524141651759475
0_0_0_10_14_32,4,3,9,17,492,114,ar1_rho0.8,-22.0,303,492,492,492,492,1,1,1,1,2.027894907222862,2.0310804790884402,2.026095674713421,3.4026592262254276
0_0_0_10_14_32,4,3,10,18,765,115,ar1_rho0.8,-22.0,303,994,994,994,765,0,0,0,1,0.485149468634139,0.48188892974815517,0.4811862864996709,1.903140109733955
0_0_0_10_14_32,4,3,11,19,1023,116,ar1_rho0.8,-22.0,303,836,836,836,1023,0,0,0,1,0.021193572587229856,0.024697560942610938,0.027094881511485255,0.9277531529845479
0_0_0_10_14_32,4,3,12,20,597,117,ar1_rho0.8,-22.0,303,106,106,106,597,0,0,0,1,0.6992979662370967,0.6967661650227092,0.6994027267312473,1.3308052962193406
0_0_0_10_14_32,4,3,13,21,562,118,ar1_rho0.8,-22.0,303,493,493,493,562,0,0,0,1,1.6324846973728162,1.6290434355028478,1.6252276602079072,1.0531704292200346
