dataset,target_snr_db,packet_index,symbol_index,gt_in_top_l,v3_is_error,multi_is_error,gt_energy_rank,gt_phase_rank,gt_combined_rank,gt_energy_score,gt_phase_score,gt_combined_score,top1_bin,gt_bin,v3_bin,multi_bin,clean_line_r2,clean_line_rmse_pi
0_0_0_10_14_16,-22.0,12,27,1,0,0,1,4,1,1.0,0.9479165257638006,0.9583332206110404,602,602,602,602,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-22.0,12,28,1,0,0,1,15,12,1.0,0.3836647016053424,0.5069317612842739,7,7,7,7,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-22.0,12,29,1,0,0,1,20,20,1.0,0.15922098989515615,0.3273767919161249,610,610,610,610,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-22.0,12,30,1,0,0,1,11,11,1.0,0.24000375786069228,0.39200300628855383,791,791,791,791,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-22.0,12,31,1,0,0,1,23,18,1.0,0.04410768747184313,0.23528614997747452,904,904,904,904,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-22.0,12,32,1,0,0,1,13,10,1.0,0.2620218135311515,0.40961745082492124,761,761,761,761,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-22.0,12,33,1,0,0,1,6,1,1.0,0.8968220411726324,0.9174576329381059,587,587,587,587,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-22.0,12,34,1,0,0,1,4,1,1.0,0.9877672251438321,0.9902137801150657,934,934,934,934,0.8377899376251581,0.6153595966420867
0_0_0_10_14_16,-22.0,13,0,1,0,0,1,14,12,1.0,0.5113756598085349,0.609100527846828,222,222,222,222,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,1,1,0,0,1,4,1,1.0,0.9555482209999058,0.9644385767999246,826,826,826,826,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,2,1,0,0,1,22,19,1.0,0.1906483519996804,0.3525186815997443,871,871,871,871,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,3,1,0,1,2,15,12,0.9515384976778672,0.27393229235138833,0.4094535334166841,692,691,691,692,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,4,1,0,0,1,10,2,1.0,0.8740689466818609,0.8992551573454888,107,107,107,107,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,5,1,0,0,1,6,5,1.0,0.8074067538607045,0.8459254030885637,468,468,468,468,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,6,1,0,0,1,23,19,1.0,0.005297858704107705,0.20423828696328616,89,89,89,89,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,7,1,0,0,1,9,8,1.0,0.6323177143353362,0.7058541714682691,713,713,713,713,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,8,1,0,0,1,1,1,1.0,0.9855938070700488,0.9884750456560392,865,865,865,865,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,9,1,0,0,1,15,14,1.0,0.3581314687459919,0.4865051749967935,492,492,492,492,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,10,1,0,0,1,21,18,1.0,0.08029254765618499,0.264234038124948,765,765,765,765,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,11,1,0,0,1,6,1,1.0,0.9258875460632581,0.9407100368506065,1023,1023,1023,1023,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,12,1,0,0,1,4,1,1.0,0.940764159619669,0.9526113276957353,597,597,597,597,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,13,1,0,0,1,17,14,1.0,0.12509846620260173,0.3000787729620814,562,562,562,562,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,14,1,0,0,1,18,14,1.0,0.15260696970322896,0.3220855757625832,478,478,478,478,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,15,1,0,0,1,1,1,1.0,0.9947648679184418,0.9958118943347534,267,267,267,267,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,16,1,0,0,1,4,1,1.0,0.874143242267388,0.8993145938139104,917,917,917,917,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,17,1,0,0,1,22,18,1.0,0.018693087000132613,0.2149544696001061,656,656,656,656,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,18,1,0,0,1,18,16,1.0,0.20038625381934932,0.36030900305547947,889,889,889,889,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,19,1,0,0,1,4,1,1.0,0.9401077046523882,0.9520861637219107,510,510,510,510,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,20,1,0,0,1,7,6,1.0,0.7186856114531536,0.7749484891625229,860,860,860,860,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,21,1,0,0,1,24,20,1.0,0.020351344741605326,0.21628107579328426,553,553,553,553,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,22,1,0,0,1,20,15,1.0,0.2293296864838173,0.38346374918705384,629,629,629,629,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,23,1,0,0,1,5,1,1.0,0.9037389634707795,0.9229911707766236,759,759,759,759,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,24,0,,,,,,,,,,,,,,
0_0_0_10_14_16,-22.0,13,25,1,0,0,1,19,18,1.0,0.06481238818591561,0.2518499105487325,720,720,720,720,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,26,1,0,0,1,22,20,1.0,0.2061453169340003,0.36491625354720025,314,314,314,314,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,27,1,0,0,1,9,1,1.0,0.8841719832034567,0.9073375865627653,602,602,602,602,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,28,1,0,0,1,5,1,1.0,0.9253108998448176,0.9402487198758542,7,7,7,7,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,29,1,0,0,1,13,13,1.0,0.46888691681582945,0.5751095334526636,610,610,610,610,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,30,1,0,0,1,21,16,1.0,0.037882961040281216,0.230306368832225,778,778,778,778,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,31,1,0,0,1,9,8,1.0,0.5964880821047492,0.6771904656837995,921,921,921,921,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,32,1,0,0,1,1,1,1.0,0.9972367496735566,0.9977893997388454,749,749,749,749,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,33,1,0,0,1,10,7,1.0,0.6280203344255217,0.7024162675404175,577,577,577,577,0.9993019785498202,0.14284150521158973
0_0_0_10_14_16,-22.0,13,34,1,0,0,1,21,17,1.0,0.018416454367817692,0.21473316349425417,936,936,936,936,0.9993019785498202,0.14284150521158973
